-0.114373690000000	-0.220512960000000	-0.330044220000000	-0.433680920000000	-0.540706300000000	-0.647251990000000	-0.753318360000000	-0.859676140000000	-0.962860080000000	-1.06518473000000	-1.08575993000000	-1.01912864000000	-0.956612030000000	-0.959127960000000	-0.893278640000000	-0.827018840000000	-0.705459380000000	-0.638009270000000	-0.516807150000000	-0.345482650000000
-0.105901910000000	-0.204126510000000	-0.305295970000000	-0.401075090000000	-0.500177540000000	-0.598810410000000	-0.696980790000000	-0.795059710000000	-0.891169470000000	-0.986437420000000	-1.00718272000000	-0.949154150000000	-0.892244970000000	-0.894749200000000	-0.833211340000000	-0.770215410000000	-0.653261310000000	-0.587044200000000	-0.468086690000000	-0.299044100000000
-0.0983150100000000	-0.189126020000000	-0.282818140000000	-0.371986930000000	-0.464033260000000	-0.555257340000000	-0.646398300000000	-0.737824180000000	-0.826588540000000	-0.914904720000000	-0.936732010000000	-0.884505950000000	-0.832594860000000	-0.835199340000000	-0.776826630000000	-0.716003840000000	-0.603285310000000	-0.537737680000000	-0.420427690000000	-0.252911860000000
-0.0912091600000000	-0.175822960000000	-0.262888220000000	-0.345544390000000	-0.430647720000000	-0.515672160000000	-0.600619060000000	-0.685484210000000	-0.768114730000000	-0.850670680000000	-0.871727570000000	-0.824965140000000	-0.776444320000000	-0.778789420000000	-0.723279370000000	-0.664711240000000	-0.554924720000000	-0.490072760000000	-0.374160720000000	-0.207424580000000
-0.0845882400000000	-0.163461660000000	-0.244371420000000	-0.321339390000000	-0.401044300000000	-0.479971650000000	-0.559173960000000	-0.637950010000000	-0.715251670000000	-0.791781170000000	-0.812328900000000	-0.769734490000000	-0.724307580000000	-0.726010550000000	-0.672535990000000	-0.615408770000000	-0.508396570000000	-0.443883830000000	-0.328856670000000	-0.162346990000000
-0.0791275500000000	-0.152356940000000	-0.227569460000000	-0.299291520000000	-0.373676570000000	-0.447304840000000	-0.520863060000000	-0.594346470000000	-0.666400310000000	-0.737703320000000	-0.757616410000000	-0.717935500000000	-0.675134280000000	-0.675745000000000	-0.624151860000000	-0.568290910000000	-0.463462530000000	-0.398874150000000	-0.284400750000000	-0.117798230000000
-0.0734163400000000	-0.141780250000000	-0.212396480000000	-0.279299180000000	-0.348121040000000	-0.416873590000000	-0.485556610000000	-0.554169860000000	-0.621395610000000	-0.687895720000000	-0.706807680000000	-0.669466310000000	-0.628693180000000	-0.628500830000000	-0.577963140000000	-0.522752450000000	-0.419791370000000	-0.355065090000000	-0.240499850000000	-0.0734637300000000
-0.0687938500000000	-0.132379260000000	-0.197824130000000	-0.260317850000000	-0.324668470000000	-0.388952040000000	-0.453163820000000	-0.516992670000000	-0.579481030000000	-0.641904880000000	-0.659358510000000	-0.624197950000000	-0.584404790000000	-0.583294880000000	-0.533682360000000	-0.479193620000000	-0.377271670000000	-0.311951210000000	-0.197328370000000	-0.0293190700000000
-0.0639291800000000	-0.123450810000000	-0.184766450000000	-0.242919780000000	-0.302869810000000	-0.362755390000000	-0.422571720000000	-0.482327540000000	-0.540788360000000	-0.598567790000000	-0.614861520000000	-0.581041290000000	-0.542382250000000	-0.540001840000000	-0.490930900000000	-0.436804730000000	-0.335658830000000	-0.269910020000000	-0.154660600000000	0.0147718200000000
-0.0594657800000000	-0.114986260000000	-0.172230930000000	-0.226437320000000	-0.282369600000000	-0.338235610000000	-0.394042610000000	-0.449783200000000	-0.504280350000000	-0.558122180000000	-0.573201700000000	-0.540251890000000	-0.502449810000000	-0.498798850000000	-0.449941940000000	-0.395649260000000	-0.295230340000000	-0.228380590000000	-0.112244520000000	0.0588941500000000
